wire_number,mu_A,mu_B,n_A,n_B
103,5.570981979370117,5.844891309738159,8,8
104,5.6474928855896,5.574577331542969,8,8
105,5.606550931930542,5.552148103713989,8,8
106,5.692762851715088,5.496251106262207,8,8
107,5.5838706493377686,5.566510438919067,8,8
108,5.571109771728516,5.530957460403442,8,8
109,5.547729253768921,5.481374979019165,8,8
110,5.783191680908203,5.565749168395996,8,8
111,5.539126873016357,5.596708536148071,8,8
112,5.666505813598633,5.624796628952026,8,8
113,5.6497743129730225,5.559424877166748,8,8
114,5.862978219985962,5.550238847732544,8,8
115,5.6733362674713135,5.513495683670044,8,8
116,5.6444690227508545,5.5499866008758545,8,8
117,5.770770072937012,5.598607778549194,8,8
118,5.67708420753479,5.559701681137085,8,8
119,5.674423456192017,5.546261310577393,8,8
120,5.71412205696106,5.576592683792114,8,8
121,5.882089614868164,5.330258369445801,8,8
122,5.828398942947388,5.333781003952026,8,8
123,5.790400266647339,5.333529233932495,8,8
124,5.727154493331909,5.412161588668823,8,8
125,5.642161130905151,5.4669411182403564,8,8
126,5.571732044219971,5.458839654922485,8,8
127,5.6311469078063965,5.493770599365234,8,8
128,5.616729259490967,5.4791259765625,8,8
129,5.537217140197754,5.639434576034546,8,8
130,5.6934075355529785,5.578028678894043,8,8
131,5.6230316162109375,5.636099100112915,8,8
132,5.555437088012695,5.534752130508423,8,8
133,5.530607461929321,5.604633092880249,8,8
134,5.356330871582031,5.695478200912476,8,8
135,5.368472337722778,5.555000066757202,8,8
136,5.582540035247803,5.568195343017578,8,8
137,5.648729085922241,5.502246856689453,8,8
138,5.572798490524292,5.4661338329315186,8,8
139,5.5237016677856445,5.511476039886475,8,8
140,5.5670576095581055,5.485644102096558,8,8
141,5.572818040847778,5.593023777008057,8,8
142,5.5317699909210205,5.491965293884277,8,8
143,5.554869174957275,5.520159721374512,8,8
144,5.55901312828064,5.49267315864563,8,8
145,5.660440444946289,5.387699842453003,8,8
146,5.6561994552612305,5.4818384647369385,8,8
147,5.713140249252319,5.392322778701782,8,8
148,5.886431932449341,5.410210371017456,8,8
149,5.891666412353516,5.45506739616394,8,8
150,5.784832954406738,5.3484046459198,8,8
151,5.64173150062561,5.340311765670776,8,8
152,5.7814130783081055,5.33146333694458,8,8
153,5.7459516525268555,5.4501519203186035,8,8
154,5.6391119956970215,5.313771486282349,8,8
155,5.676175594329834,5.337670087814331,8,8
156,5.672252178192139,5.3297858238220215,8,8
157,5.662782430648804,5.335064888000488,8,8
158,5.68976354598999,5.282573938369751,8,8
159,5.626698017120361,5.352184057235718,8,8
160,5.739999771118164,5.370502710342407,8,8
161,5.610930681228638,5.378188371658325,8,8
162,5.786333084106445,5.367464542388916,8,8
163,5.701395273208618,5.30285906791687,8,8
164,5.891582250595093,5.506669759750366,8,8
165,5.798821687698364,5.4640350341796875,8,8
166,5.683019399642944,5.471678018569946,8,8
167,5.707522630691528,5.463539361953735,8,8
168,5.833169221878052,5.429999828338623,8,8
169,5.7825634479522705,5.368562459945679,8,8
170,5.779077768325806,5.369646310806274,8,8
171,5.74530553817749,5.4049999713897705,8,8
172,5.801835775375366,5.455821514129639,8,8
173,5.649856805801392,5.472609281539917,8,8
174,5.681920051574707,5.352412462234497,8,8
175,5.842771053314209,5.529634237289429,8,8
176,5.863293647766113,5.239130973815918,8,8
177,5.741952180862427,5.4903364181518555,8,8
178,5.726723909378052,5.540494680404663,8,8
179,5.863822937011719,5.468708038330078,8,8
180,5.679708957672119,5.419989585876465,8,8
181,5.787145137786865,5.464327573776245,8,8
182,5.859702110290527,5.488921880722046,8,8
183,5.710019111633301,5.439888954162598,8,8
184,5.675169467926025,5.352264404296875,8,8
185,5.784443616867065,5.5034661293029785,8,8
186,5.8519957065582275,5.442738771438599,8,8
187,5.934999942779541,5.4546873569488525,8,8
188,5.783837795257568,5.382408857345581,8,8
189,5.939502000808716,5.406174898147583,8,8
190,5.924033164978027,5.336379528045654,8,8
191,5.740880727767944,5.360368013381958,8,8
192,5.729227542877197,5.315610647201538,8,8
193,5.743664741516113,5.335724115371704,8,8
194,5.704880952835083,5.389114141464233,8,8
195,5.758622407913208,5.443277597427368,8,8
196,5.67444634437561,5.447735786437988,8,8
197,5.724947214126587,5.3005218505859375,8,8
198,5.725031614303589,5.37873649597168,8,8
199,5.720689296722412,5.374807357788086,8,8
200,5.663150787353516,5.437972068786621,8,8
201,5.769381999969482,5.3167054653167725,8,8
202,5.725478410720825,5.460542678833008,8,8
203,5.646115064620972,5.391185283660889,8,8
204,5.724558115005493,5.40603232383728,8,8
205,5.547476768493652,5.446564197540283,8,8
206,5.62600040435791,5.500482082366943,8,8
207,5.625,5.495935440063477,8,8
208,5.711521148681641,5.447242975234985,8,8
209,5.694723129272461,5.4883949756622314,8,8
210,5.640652179718018,5.43999981880188,8,8
211,5.5893120765686035,5.463843584060669,8,8
212,5.570000171661377,5.459533214569092,8,8
213,5.674999952316284,5.367200613021851,8,8
214,5.6496946811676025,5.567291259765625,8,8
215,5.590013265609741,5.482370376586914,8,8
216,5.551258087158203,5.382671117782593,8,8
217,5.581450462341309,5.562507152557373,8,8
218,5.543453216552734,5.581285715103149,8,8
219,5.533863544464111,5.541788578033447,8,8
220,5.518484354019165,5.489420413970947,8,8
221,5.675179958343506,5.528823614120483,8,8
222,5.720448732376099,5.575050592422485,8,8
223,5.5871522426605225,5.594684362411499,8,8
224,5.69776177406311,5.63957405090332,8,8
225,5.659831523895264,5.467320919036865,8,8
226,5.647096395492554,5.539285898208618,8,8
227,5.674951076507568,5.450968265533447,8,8
